Initials,Author,Year,Report Type,Published,V Data,Country,Full Name,Admin 1 Paper,Admin 2 Paper,Admin 3 Paper,Admin 2 Id,Latitude,Longitude,Latitude 2,Longitude 2,Lat Long Source,Good guess,Bad guess,Site notes,Area type,Rural/Urban,Forest,Rice,Month Start,Month End,Year Start,Year End,Species 1,s.s./s.l.,ASSI,Notes ASSI,Species 2,Mossamp Tech 1,n1,Mossamp Tech 2,n2,Mossamp Tech 3,n3,Mossamp Tech 4,n4,All n,All n check,MOS Id1,MOS Id2,MOS Id3,MOS Id4,Control,Control Type,DEC Id,DEC Check,Map Check,Vector Notes
J D,Charlwood,1997,report,no,yes,Sudan,Kasim el Girba,,,,22855,,,,,,,,Is listed,point,rural,,,8,9,1997,1997,gambiae,s.l.,no,,arabiensis,MBI,,MBO,,L,0,HRI ,,,0,?,PCR,CBS,,yes,irs,RMO,RAH,RH,"Results are not presented in very clear way. Might be worth following up with author (WHO) to get site details etc, and results of subsequent trials (refered to in text)"
