bio_data,occ_data, MAP_DATA,MAP_NOTES,source_ID,citation (DOI),author,article title,journal title,publication year,adult data,larval site data,IR data,study/sampling design,contact authors,source notes,country,site,latitude_1,longitude_1,latitude_2,longitude_2,latitude_3,longitude_3,latitude_4,longitude_4,latitude_5,longitude_5,latitude_6,longitude_6,latitude_7,longitude_7,latitude_8,longitude_8,confidence in georef,GOOD_GUESS,BAD_GUESS,area type,georef source,admin level_1,admin level_2,site notes,insecticide control,control type,ITN use?,control notes,sampling method_1,n_1,sampling method_2,n_2,sampling method_3,n_3,sampling method_4,n_4,n_tot,sampling method notes,binary presence,binary absence,abundance data in a graph,month_st,month_end,year_st,year_end,season (given),season (calc),rainfall/time,season notes ,species,SPECIES1,SPECIES2,species notes,id_1,id_2,roof,walls,house screening,open eaves,cooking,housing notes,common occupation_1,common occupation_2,common occupation_3,outdoor activities at night,sleeping outdoors,outdoor timings/hours,outdoor activities notes,average bedtime,average wake time,time people leave home  in morning,hours spent away from home per day,seasonal labour,community notes,forest,farming,farming notes,livestock_1,livestock_2,livestock_3,livestock_4,livestock notes,local plants,environment notes,sampling (biology)_1,sampling (biology)_2,sampling (biology)_3,sampling (biology)_n,parity (n),parity (total),parity (%),daily survival rate (%),fecundity (mean batch size),gonotrophic cycle (days),biology notes,sampling (infection)_1,sampling (infection)_2,sampling (infection)_3,sampling (infection)_n,SR by dissection (n),SR by dissection (total),SR by dissection (%),SR by CSP (n_pool),SR by CSP (total_pool),SR by CSP(%),SR by Pf (n),SR by Pf (total),SR by P. falciparum,SR by Pv (n),SR by Pv (total),SR by P. vivax,oocyst (n),oocyst (total),oocyst rate (%),EIR,EIR (period),Ext. incubation period (days),infection notes,HBR sampling (indoor),indoor HBR,HBR sampling (outdoor),outdoor HBR,HBR sampling (combined)_1,HBR sampling (combined)_2,HBR sampling (combined)_3,HBR sampling (combined)_n,combined HBR,HBR (unit),ABR sampling_1,ABR sampling_2,ABR sampling_3,ABR sampling_n,ABR,ABR unit,biting rate notes,host sampling (indoor),indoor host (n),indoor host (total),indoor host %,host sampling (outdoor),outdoor host (n),outdoor host (total),outdoor host (%),host sampling (combined)_1,host sampling (combined)_2,host sampling (combined)_3,host sampling (combined)_n,combined host (n),combined host (total),combined host,host (unit),host sampling (other)_1,host sampling (other)_2,host sampling (other)_3,host sampling (other)_n,other host (n),other host (total),host (other),host (other) unit,host notes,biting -  No. of sampling nights (indoors),biting sampling (indoor),indoor biting (n),indoor biting (total),indoor biting data,biting -  No. of sampling nights (outdoors),biting sampling (outdoor),outdoor biting (n),outdoor biting (total),outdoor biting data,indoor/outdoor biting (unit),indoor/outdoor biting notes,biting activity (indoor)  -  No. of sampling nights,18.00-19.00 (in),19.00-20.00 (in),20.00-21.00 (in),21.00-22.00 (in),22.00-23.00 (in),23.00-00.00 (in),00.00-01.00 (in),01.00-02.00 (in),02.00-03.00 (in),03.00-04.00 (in),04.00-05.00 (in),05.00-06.00 (in),18.30-21.30 (in),21.30-00.30 (in),00.30-03.30 (in),03.30-06.30 (in),biting activity (outdoor)  -  No. of sampling nights,18.00-19.00 (out),19.00-20.00 (out),20.00-21.00 (out),21.00-22.00 (out),22.00-23.00 (out),23.00-00.00 (out),00.00-01.00 (out),01.00-02.00 (out),02.00-03.00 (out),03.00-04.00 (out),04.00-05.00 (out),05.00-06.00 (out),18.30-21.30 (out),21.30-00.30 (out),00.30-03.30 (out),03.30-06.30 (out),biting activity (combined)  -  No. of sampling nights,18.00-19.00 (combined),19.00-20.00 (combined),20.00-21.00 (combined),21.00-22.00 (combined),22.00-23.00 (combined),23.00-00.00 (combined),00.00-01.00 (combined),01.00-02.00 (combined),02.00-03.00 (combined),03.00-04.00 (combined),04.00-05.00 (combined),05.00-06.00 (combined),18.30-21.30 (combined),21.30-00.30 (combined),00.30-03.30 (combined),03.30-06.30 (combined),biting notes,resting sampling (indoor),unfed (indoor),fed (indoor),gravid (indoor),total (indoor),resting sampling (outdoor),unfed (outdoor),fed (outdoor),gravid (outdoor),total (outdoor),resting sampling (other),unfed (other),fed (other),gravid (other),total (other),resting (unit),resting notes,larval habitat_1,LH-1_site character,LH-1_turbidity?,LH-1_salinity?,LH-1_vegetation?,LH-1_shade?,LH-1_water current,LH-1_size (diameter/widest point),LH-1_depth,LH-1_permanence,LH-1_other fauna?,LH-1_larval control present?,larval habitat_2,LH-2_site character,LH-2_turbididity?,LH-2_salinity?,LH-2_vegetation?,LH-2_shade?,LH-2_water current,LH-2_size,LH-2_depth,LH-2_permenance,LH-2_other fauna?,LH-2_larval control present?,Larval habitat_3,LH-1_site character_3,LH-3_turbidity?,LH-3_salinity?,LH-3_vegetation?,LH-3_shade?,LH-3_water current,LH-3_size,LH-3_depth,LH-3_other fauna?,LH-3_larval control present?,larval notes,data abstracted by,data checked by,final check
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,2,2,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,3,3,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,5,5,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,6,6,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,7,7,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,8,8,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,9,9,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,10,10,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,11,11,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,12,12,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,1,1,2002,2002,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,,,,,,,,,,,,,2,2,2002,2002,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - in,,,,,,,,,,,,,5,10,2001,2001,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,1 An. intermedius also collected during this period. Outdoor & indoor resting mosquito collections were performed but no anopheline was found either resting indoors or in shaded areas in the 3 villages.,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,5762,HRI ,0,OS,0,,,,,,,,3,2,2000,2002,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,(no anopheline apart from An. darlingi was caught indoors (EH)) ,4566,,Girod,,,2008,yes,,,,,,French Guiana,Cayode,3.391,-53.928,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,HLC - out,3,HRI ,0,OS,0,HLC - in,0,3,,,,,5,2,2000,2002,,,,,,nuneztovari,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4567,,Bagavan,,,2008,yes,,,,,,India,Melvisharam,12.9397,79.2397,,,,,,,,,,,,,,,,no,no,point,paper,Tamil Nadu,Not Specified,"Not Listed-rice fields and stagnant water areas of Melvisharam. Site could not be found in all the geo-ref sources, used paper coords, checked and confirmed location in encarta. Coords fall within the Admin1 area. (Coords in paper are the same as those given in wikipedia, and match the map in wikipedia (http://en.wikipedia.org/wiki/Melvisharam). The town's website gives a description of it's location as 20km east of Vellore and 3km west of Arcot (http://municipality.tn.gov.in/Melvisharam/about_city.html). This isn't entirely accurate, as Arcot itself is only 20km east of Vellore, but the coords given do come out between these two towns. The website also states that the town's area is 8.5 kmsquare (http://municipality.tn.gov.in/Melvisharam/), so area type is point (EH))",n.a.,,,,Larvae,,,,,,,,,,,,,,,,,,,,,,subpictus,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Burkina Faso,Goundry,12.5,-1.3333,,,,,,,,,,,,,,,,no,no,point,other,Not Specified,Not Specified,"Not Listed-more details of site is not given in the article, could not find coords in all available geo-ref sources. (found coords for Goundry in online thesis (http://padis.uniroma1.it/getfile.py?docid=871&name=Marco%20Pombi%20-%20PhD%20thesis%20-%20XVII%20ciclo&format=pdf&version=1), which match descriptions found (e.g. in thesis and pdf 418) of site being 30-35km NE of Ouagadougou, and is close to coords of site ID 28628 (12.57, -1.34), which weren't used because they were a good guess (EH))",n.a.,,,,,,,,,,,,,,yes,no,na,,,1998,1998,,,,,,gambiae (S/M),n.a.,M form,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Mali,Selekenyi,11.7,-8.2833,,,,,,,,,,,,,,,,no,no,point,other,Not Specified,Not Specified,"Not Listed-more details of site is not given in the article, could not find coords in all available geo-ref sources. (Found multiple maps showing position of Selenkenyi, and Tripet et al. 2005 (http://www.genetics.org/cgi/reprint/169/1/313) provided coords that matched the position. (EH))",n.a.,,,,,,,,,,,,,,yes,no,na,,,1996,1996,,,,,,arabiensis,n.a.,,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Mali,Selekenyi,11.7,-8.2833,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,,,,,,,,,,,yes,no,na,,,1996,1996,,,,,,gambiae (S/M),n.a.,M form,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Mali,Soulouba,11.783,-7.767,,,,,,,,,,,,,,,,no,no,point,*encarta,Not Specified,Not Specified,"Not Listed- (only one Soulouba found in encarta, GNS and webdb, so assume it is the right  one (EH))",n.a.,,,,,,,,,,,,,,yes,no,na,,,1996,1996,,,,,,arabiensis,n.a.,,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Mali,Soulouba,11.783,-7.767,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,,,,,,,,,,,yes,no,na,,,1996,1996,,,,,,gambiae (S/M),n.a.,M & S form,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Mali,Kokouna,,,,,,,,,,,,,,,,,,,,point,,Not Specified,Not Specified,"Not Listed- found more than one match in encarta, more details of site is not given in the article, so can't choose the correct one.",n.a.,,,,,,,,,,,,,,yes,no,na,,,1996,1996,,,,,,arabiensis,n.a.,,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Mali,Kokouna,,,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,,,,,,,,,,,yes,no,na,,,1996,1996,,,,,,gambiae (S/M),n.a.,M & S form,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Kenya,Kilifi,,,,,,,,,,,,,,,,,,no,no,point,,Not Specified,Not Specified,"(only one Kilifi found in encarta, GNS and webdb, so assume it is correct. Coords for site ID are from encarta, and are -3.615, 39.855 (EH))",n.a.,,,,,,,,,,,,,,yes,no,na,,,1998,1998,,,,,,arabiensis,n.a.,,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Kenya,Kilifi,,,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,,,,,,,,,,,yes,no,na,,,1998,1998,,,,,,gambiae (S/M),n.a.,S form,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,,4568,10.1371/journal.pone.0001249 ,Wang-Sattler,Plos One,Systematics and Genetics ,2007,yes,no,none,,,,Kenya,Kilifi,,,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,,,,,,,,,,,yes,no,na,,,1998,1998,,,,,,merus,n.a.,,genetic/molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JO,JAO,CMK
0,1,yes,"Also collected in the Village; An. forattini, An. kompi, An. triannulatus, An. oswaldoi, An. shannoni, An. benarrochi, An. mattogrossensis & An. peryassui. (Should contact authors, as they state that significantly more An. darlingi were captured by MB than by CO2, but don't give figures (EH))",4569,,Turell,,,2008,yes,,,,,,Peru,Puerto Almendra,-3.8272,-73.3761,,,,,,,,,,,,,,,,,,point,,Loreto Department,Not Specified,"Not Listed-found coords in geonames. (paper gives coords of -3.8167, -73.3667, and describes the site as being bordered by the Amazon, Itaya, and Nanay Rivers. Site described as ""relatively open"" in pdf , and deforested in pdf 2911, and is deliberately contrasted with a heavily forested site, so have put forest as ""no"" (EH))",n.a.,,,,HLC - in,3305,HLC - out,3174,CO2,,,,6225,,,,,10,9,1996,1997,,,,,,darlingi,n.a.,,morph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
